content_id,title,url,partner,placement,link_count
cbt-bfeaa5ca9007,China Photography Guide: Best Spots & Tips,https://www.chinaboundtravel.com/posts/china-photography-guide-capturing-the-wonders-of-the-middle-kingdom/,Airalo,INLINE,1
cbt-bfeaa5ca9007,China Photography Guide: Best Spots & Tips,https://www.chinaboundtravel.com/posts/china-photography-guide-capturing-the-wonders-of-the-middle-kingdom/,Aviasales,INLINE,1
cbt-bfeaa5ca9007,China Photography Guide: Best Spots & Tips,https://www.chinaboundtravel.com/posts/china-photography-guide-capturing-the-wonders-of-the-middle-kingdom/,Booking,INLINE,1
cbt-bfeaa5ca9007,China Photography Guide: Best Spots & Tips,https://www.chinaboundtravel.com/posts/china-photography-guide-capturing-the-wonders-of-the-middle-kingdom/,Klook,INLINE,1
cbt-bfeaa5ca9007,China Photography Guide: Best Spots & Tips,https://www.chinaboundtravel.com/posts/china-photography-guide-capturing-the-wonders-of-the-middle-kingdom/,NordVPN,INLINE,1
cbt-bfeaa5ca9007,China Photography Guide: Best Spots & Tips,https://www.chinaboundtravel.com/posts/china-photography-guide-capturing-the-wonders-of-the-middle-kingdom/,SafetyWing,INLINE,1
cbt-c59607760fee,Chinese Street Food: Night Markets & What to Eat,https://www.chinaboundtravel.com/posts/chinese-street-food-a-first-timers-guide-to-night-markets-and-street-stalls/,Airalo,INLINE,1
cbt-c59607760fee,Chinese Street Food: Night Markets & What to Eat,https://www.chinaboundtravel.com/posts/chinese-street-food-a-first-timers-guide-to-night-markets-and-street-stalls/,Klook,INLINE,1
cbt-c885da2cf5d9,"7-Day China Itinerary: Beijing, Xi'an & Shanghai",https://www.chinaboundtravel.com/posts/7-day-china-itinerary-beijing-xian-shanghai-first-timers/,Airalo,INLINE,2
cbt-c885da2cf5d9,"7-Day China Itinerary: Beijing, Xi'an & Shanghai",https://www.chinaboundtravel.com/posts/7-day-china-itinerary-beijing-xian-shanghai-first-timers/,Aviasales,INLINE,1
cbt-c885da2cf5d9,"7-Day China Itinerary: Beijing, Xi'an & Shanghai",https://www.chinaboundtravel.com/posts/7-day-china-itinerary-beijing-xian-shanghai-first-timers/,Booking,INLINE,1
cbt-c885da2cf5d9,"7-Day China Itinerary: Beijing, Xi'an & Shanghai",https://www.chinaboundtravel.com/posts/7-day-china-itinerary-beijing-xian-shanghai-first-timers/,Klook,INLINE,1
cbt-cc4549872c92,How to Book China High-Speed Train Tickets (2026),https://www.chinaboundtravel.com/posts/china-high-speed-rail-how-to-book-tickets/,Airalo,INLINE,1
cbt-cc4549872c92,How to Book China High-Speed Train Tickets (2026),https://www.chinaboundtravel.com/posts/china-high-speed-rail-how-to-book-tickets/,Aviasales,INLINE,1
cbt-cc4549872c92,How to Book China High-Speed Train Tickets (2026),https://www.chinaboundtravel.com/posts/china-high-speed-rail-how-to-book-tickets/,Klook,INLINE,1
cbt-cc4549872c92,How to Book China High-Speed Train Tickets (2026),https://www.chinaboundtravel.com/posts/china-high-speed-rail-how-to-book-tickets/,SafetyWing,INLINE,1
cbt-cc4549872c92,How to Book China High-Speed Train Tickets (2026),https://www.chinaboundtravel.com/posts/china-high-speed-rail-how-to-book-tickets/,Trip.com,INLINE,1
cbt-cfd5d7b39f09,Chinese Language Survival Phrases Guide 2026,https://www.chinaboundtravel.com/posts/chinese-language-survival-phrases-guide/,Airalo,INLINE,1
cbt-cfd5d7b39f09,Chinese Language Survival Phrases Guide 2026,https://www.chinaboundtravel.com/posts/chinese-language-survival-phrases-guide/,Aviasales,INLINE,1
cbt-cfd5d7b39f09,Chinese Language Survival Phrases Guide 2026,https://www.chinaboundtravel.com/posts/chinese-language-survival-phrases-guide/,Booking,INLINE,1
cbt-cfd5d7b39f09,Chinese Language Survival Phrases Guide 2026,https://www.chinaboundtravel.com/posts/chinese-language-survival-phrases-guide/,Klook,INLINE,1
cbt-cfd5d7b39f09,Chinese Language Survival Phrases Guide 2026,https://www.chinaboundtravel.com/posts/chinese-language-survival-phrases-guide/,NordVPN,INLINE,1
cbt-cfd5d7b39f09,Chinese Language Survival Phrases Guide 2026,https://www.chinaboundtravel.com/posts/chinese-language-survival-phrases-guide/,SafetyWing,INLINE,1
cbt-d701fb08eb7b,Best Travel Insurance for China 2026,https://www.chinaboundtravel.com/posts/best-travel-insurance-china/,Airalo,INLINE,1
cbt-d701fb08eb7b,Best Travel Insurance for China 2026,https://www.chinaboundtravel.com/posts/best-travel-insurance-china/,Allianz,INLINE,3
cbt-d701fb08eb7b,Best Travel Insurance for China 2026,https://www.chinaboundtravel.com/posts/best-travel-insurance-china/,Aviasales,INLINE,1
cbt-d701fb08eb7b,Best Travel Insurance for China 2026,https://www.chinaboundtravel.com/posts/best-travel-insurance-china/,Klook,INLINE,1
cbt-d701fb08eb7b,Best Travel Insurance for China 2026,https://www.chinaboundtravel.com/posts/best-travel-insurance-china/,SafetyWing,INLINE,5
cbt-d701fb08eb7b,Best Travel Insurance for China 2026,https://www.chinaboundtravel.com/posts/best-travel-insurance-china/,World Nomads,INLINE,3
cbt-d7747b73c978,"Xi'an Terracotta Army: Tickets, Tips & History",https://www.chinaboundtravel.com/posts/xian-terracotta-army-history-discovery-and-insider-tips/,Airalo,INLINE,2
cbt-d7747b73c978,"Xi'an Terracotta Army: Tickets, Tips & History",https://www.chinaboundtravel.com/posts/xian-terracotta-army-history-discovery-and-insider-tips/,Aviasales,INLINE,2
cbt-d7747b73c978,"Xi'an Terracotta Army: Tickets, Tips & History",https://www.chinaboundtravel.com/posts/xian-terracotta-army-history-discovery-and-insider-tips/,Booking,INLINE,2
cbt-d7747b73c978,"Xi'an Terracotta Army: Tickets, Tips & History",https://www.chinaboundtravel.com/posts/xian-terracotta-army-history-discovery-and-insider-tips/,Klook,INLINE,2
cbt-d7747b73c978,"Xi'an Terracotta Army: Tickets, Tips & History",https://www.chinaboundtravel.com/posts/xian-terracotta-army-history-discovery-and-insider-tips/,NordVPN,INLINE,1
cbt-d7747b73c978,"Xi'an Terracotta Army: Tickets, Tips & History",https://www.chinaboundtravel.com/posts/xian-terracotta-army-history-discovery-and-insider-tips/,SafetyWing,INLINE,2
cbt-e464169c4991,Chinese Food Delivery: Meituan & Ele.me Guide,https://www.chinaboundtravel.com/posts/chinese-food-delivery-meituan-eleme-guide/,Airalo,INLINE,1
cbt-e464169c4991,Chinese Food Delivery: Meituan & Ele.me Guide,https://www.chinaboundtravel.com/posts/chinese-food-delivery-meituan-eleme-guide/,Aviasales,INLINE,1
cbt-e464169c4991,Chinese Food Delivery: Meituan & Ele.me Guide,https://www.chinaboundtravel.com/posts/chinese-food-delivery-meituan-eleme-guide/,Booking,INLINE,1
cbt-e464169c4991,Chinese Food Delivery: Meituan & Ele.me Guide,https://www.chinaboundtravel.com/posts/chinese-food-delivery-meituan-eleme-guide/,Klook,INLINE,1
